,bolt1,nut1,jig1,bin1
x,547.4707192504427,566.8818397078275,551.927166769935,530.8310620073753
y,-128.51912453579592,-131.00595888476022,-107.34704779053196,176.20809174295655
z,159.75427433430121,157.084042226096,158.65906492851005,55.60689274053556
rx,-1.3642137960817469,-0.0904678668032941,0.026083106140547443,0.013779548501332955
ry,0.10082295068139197,-0.08399514864851146,-0.017155009155560466,-0.040725916130084604
rz,-2.7517100032859516,-0.03382439330906828,-0.013828818658765424,-0.07007928447823208
qx,0.44367836804014915,-0.04520306057394597,0.01304091955401043,0.006887833914781327
qy,-0.032790287231952264,-0.04196891035942951,-0.008577087910484612,-0.02035722333748463
qz,0.8949287912819984,-0.016900653830505857,-0.006914073449849223,-0.03502977418353602
qw,-0.03430395503462328,0.9979527352425523,0.9998542711657993,0.9991551711934441
