,bolt1,nut1,jig1,bin1
x,388.80622763783987,566.8977616447467,551.8646029123104,638.4025126959546
y,29.2945462724536,-131.25520265614048,-107.19402501739035,68.89443648226228
z,31.198176203445456,157.35233221676873,159.00334743656157,53.714401416812294
rx,0.09404257022712158,-0.15811110449839058,0.018797318197796196,0.023416566361863442
ry,-0.15772373216907268,-0.100028857681521,-0.01802445504813127,-0.006641396963113219
rz,-1.0929547004290006,-0.02234587425860178,-0.005608680026706953,-0.12174732017204652
qx,0.04465151043698032,-0.07893865386382493,0.009398381184015337,0.011700764568459096
qy,-0.07488739255103613,-0.049940473175277625,-0.009011961035822002,-0.0033185660557657885
qz,-0.5189360317937998,-0.011156415856941134,-0.002804257090053691,-0.060834569345484764
qw,0.850354935282149,0.9955652527335532,0.9999112916312035,0.9980737620037891
