,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,7521.672,315.05699999999996,-111.984,292.964,3.135042,0.041359,-0.032867,0.0,0,0,-3.052138359148985,-1.6779895906975608,-0.2573125027049551,0.0425002554249876,-0.1349403713642274,0.0118667562033719,0.9998533957485605,0.013190552660782444,-0.01048221413240012,0.0030527884726156028,0.07349198238607595
250,7522.672,315.358,-112.024,293.026,3.134996,0.041298,-0.032698,0.0,0,0,-3.0404423042454054,-1.846401355595609,-0.1638315659565475,0.0568465122087971,-0.1331731721596322,0.0121778486358025,0.9998541370384528,0.01317130106431205,-0.010428476008544612,0.0030770706041908812,0.30991127762640197
375,7523.68,345.978,-112.01899999999999,292.912,3.134989,0.041254,-0.033418,0.0,0,0,-3.0359719744526648,-1.6094865580499984,-0.196570832697708,0.0412527081649833,-0.1340711275961621,0.0110479622341183,0.9998519003902244,0.013157267951721143,-0.010658107829801164,0.0030770641189248396,30.377195061219137
500,7525.68,383.367,-112.014,293.02299999999997,3.134996,0.041282,-0.032575,0.0,0,0,-2.729606404572633,-2.3531885275219024,-0.0342586362984042,0.1025027707071367,-0.1098993579310839,0.0109824132137696,0.9998546102061475,0.01316620436470419,-0.010389252148157526,0.0030778160993536917,18.358082824739686
625,7526.68,414.50100000000003,-112.004,292.93,3.134988,0.0414,-0.033113,0.0,0,0,-3.201135219688732,-1.7241131696925829,-0.2477562205344896,0.0420257141425122,-0.1489229475114674,0.0117719086353964,0.9998523149748265,0.013203841877531212,-0.010560840968374178,0.003078219809319192,31.134140505239596
750,7526.68,414.50100000000003,-112.004,292.93,3.134988,0.0414,-0.033113,0.0,0,0,-3.201135219688732,-1.7241131696925829,-0.2477562205344896,0.0420257141425122,-0.1489229475114674,0.0117719086353964,0.9998523149748265,0.013203841877531212,-0.010560840968374178,0.003078219809319192,31.134140505239596
875,7527.68,426.82300000000004,-112.01899999999999,292.88100000000003,3.134962,0.041434,-0.033436,0.0,0,0,-3.254668703853864,-0.9896956227697744,-0.2717175320723648,-0.0187541333903332,-0.1516298846298241,0.0120439033563509,0.9998510421826432,0.013214778387041258,-0.010663931316047487,0.0030892794225361704,12.322106556916316
1000,7528.672,462.42699999999996,-112.003,292.901,3.134923,0.041568,-0.033312,0.0,0,0,-3.0424050412596824,-1.8459587131758213,-0.27274038344667,0.0572943654991942,-0.1347911862368649,0.0117508334336124,0.9998508341812791,0.01325767793188139,-0.01062451326180795,0.0031085496303423503,35.891138319024826
1125,7529.68,474.67199999999997,-112.03299999999999,292.96299999999997,3.134961,0.041458,-0.032974,0.0,0,0,-3.043647391349231,-1.763341516850128,-0.3013255196846374,0.0481561481807319,-0.1345563496836813,0.0114889821763583,0.9998524925515181,0.013222456239870556,-0.010516601670449412,0.0030920670765868198,12.148009633113213
1250,7530.68,511.37600000000003,-112.011,292.904,3.134968,0.041623,-0.033224,0.0,0,0,-3.062261493007435,-1.6036746604303111,-0.3518561972243086,0.037645532203399,-0.1376943454231591,0.0113214702359737,0.9998509727525584,0.013275030889910116,-0.010596295949027548,0.00308615501806397,36.704054013146894
1375,7531.68,522.2679999999999,-112.024,292.86899999999997,3.134981,0.041584,-0.033467,0.0,0,0,-3.095118605601732,-2.080589236420349,-0.2349451174549284,0.0753882778845525,-0.1396942724494823,0.0120912854164207,0.9998503380762562,0.013262529010084286,-0.010673746113420805,0.003078622574946062,10.892063991732579
1500,7532.68,559.91,-112.02,292.852,3.134902,0.041621,-0.033164,0.0,0,0,-3.0491410161622268,-0.93905556235237,-0.0547019995001567,-0.0167064047539901,-0.135922190534094,0.0123580633034049,0.999851074325019,0.013274673838123684,-0.010577383608455681,0.003119480981892526,37.64200405132548
1625,7533.688,569.5219999999999,-111.999,292.885,3.134961,0.041773,-0.033253,0.0,0,0,-3.132584705996408,-1.4966503205155488,-0.3895531045588071,0.0334818266811221,-0.14440256417587,0.0112821548593979,0.9998502306850819,0.013322890998136157,-0.010605560873315817,0.0030885033596384074,9.535793241753233
1750,7534.688,606.855,-112.03200000000001,292.76099999999997,3.134912,0.04165,-0.033391,0.0,0,0,-3.171883317933899,-1.9294866969584976,-0.3884902757689954,0.0643901978581816,-0.1436967206079756,0.0118013851977283,0.9998502040597594,0.013283869211987124,-0.010649740140635343,0.003113084539978094,37.333220514710575
1875,7534.688,606.855,-112.03200000000001,292.76099999999997,3.134912,0.04165,-0.033391,0.0,0,0,-3.171883317933899,-1.9294866969584976,-0.3884902757689954,0.0643901978581816,-0.1436967206079756,0.0118013851977283,0.9998502040597594,0.013283869211987124,-0.010649740140635343,0.003113084539978094,37.333220514710575
2000,7535.672,616.454,-112.065,292.877,3.134983,0.041515,-0.033282,0.0,0,0,-3.037423798856105,-1.9433714048265789,-0.1854365240073769,0.0609855625718713,-0.1333121522019583,0.0119074275454015,0.999851256429457,0.013240526315667075,-0.010614746401012442,0.0030790644946320105,9.755851220641778
2125,7537.688,664.723,-112.113,292.84,3.135001,0.041414,-0.033592,0.0,0,0,-3.0493896027230383,-1.5675897589119825,-0.2398022338726203,0.035929786203891,-0.1358583826368119,0.0117298555868857,0.9998506604922222,0.01320823031751023,-0.010713547902298826,0.0030690807242757232,13.382790859871033
2250,7538.688,665.4839999999999,-112.077,292.851,3.135047,0.04153,-0.032854,0.0,0,0,-3.092958281754296,-1.710847617193244,-0.2363876623574612,0.0455651815517101,-0.1377765757972966,0.0114717977267873,0.9998527297568165,0.013245059441469484,-0.010478044374910631,0.003049226838378443,0.7619304430195388
2375,7538.688,665.4839999999999,-112.077,292.851,3.135047,0.04153,-0.032854,0.0,0,0,-3.092958281754296,-1.710847617193244,-0.2363876623574612,0.0455651815517101,-0.1377765757972966,0.0114717977267873,0.9998527297568165,0.013245059441469484,-0.010478044374910631,0.003049226838378443,0.7619304430195388
2500,7539.68,673.935,-112.101,292.84,3.135035,0.041386,-0.032938,0.0,0,0,-3.197189678998961,-1.5313762917698364,-0.2380698012995128,0.0271206787457537,-0.1470540854406178,0.0122673384888579,0.9998530349200078,0.013199188431133765,-0.010504877701268157,0.003055737307237299,8.519194795989057
2625,7541.688,674.808,-111.735,292.817,3.135058,0.041164,-0.033282,0.0,0,0,-3.040313851771167,-1.6925383846254385,-0.2451621710324589,0.0448171228864747,-0.1343967296114418,0.0117061697251246,0.9998528466883784,0.013128287445106409,-0.010614509346711484,0.003043883905992259,0.3552083895405616
2750,7542.672,674.728,-81.441,292.84,3.135058,0.041553,-0.033507,0.0,0,0,-3.293699988534333,-1.784135635570682,-0.2855142774057285,0.0511109498015749,-0.1528515193671132,0.0117454376060666,0.999850457797911,0.013252318162176457,-0.010686242260728384,0.003040120224799963,30.786701587785096
2875,7543.688,674.8140000000001,-62.189,292.79699999999997,3.135048,0.041398,-0.033273,0.0,0,0,-2.732112504126808,-1.6986066711904166,-0.2089897281516967,0.0488221627534558,-0.1085216381716117,0.0138081853904791,0.9998518831577039,0.013202945619640473,-0.010611662631100475,0.0030473905495745487,18.949055219898487
3000,7545.68,674.8100000000001,-33.663,292.911,3.135028,0.041338,-0.032939,0.0,0,0,-3.107808599272828,-1.3676813473228269,-0.2536301895390607,0.0193361818731977,-0.1380968611577972,0.011157193878107,0.9998532212010955,0.013183911741142626,-0.010505222043676448,0.003059548137862581,28.265142313457403
3125,7546.688,674.849,-12.171,292.842,3.135058,0.041342,-0.033017,0.0,0,0,-3.0372002403135983,-1.847356615038182,-0.2281196198546184,0.0567552485261556,-0.1331455170601844,0.0108595365896832,0.9998529925978545,0.013185058273237847,-0.010529995380182237,0.0030441137855466566,21.321573558443266
3250,7547.68,674.825,-16.218,292.959,3.135137,0.041595,-0.032647,0.0,0,0,-2.850717484957904,-1.6514904302717914,-0.2476089369560518,0.042409845206883,-0.1189668498147488,0.0111300915311397,0.9998532868447684,0.013265416301204107,-0.010411733284899881,0.0030048837037077477,4.081413339734108
3375,7547.68,674.825,-16.218,292.959,3.135137,0.041595,-0.032647,0.0,0,0,-2.850717484957904,-1.6514904302717914,-0.2476089369560518,0.042409845206883,-0.1189668498147488,0.0111300915311397,0.9998532868447684,0.013265416301204107,-0.010411733284899881,0.0030048837037077477,4.081413339734108
3500,7548.688,674.815,-21.68,292.916,3.135011,0.041446,-0.032889,0.0,0,0,-3.7017490170530665,-1.895289713491299,-0.2695081245969894,0.0554261436095615,-0.1920272926622922,0.0133448581046163,0.9998529077326773,0.01321842367184311,-0.010489329154640934,0.0030675964577473076,5.418827789273191
3625,7548.688,674.815,-21.68,292.916,3.135011,0.041446,-0.032889,0.0,0,0,-3.7017490170530665,-1.895289713491299,-0.2695081245969894,0.0554261436095615,-0.1920272926622922,0.0133448581046163,0.9998529077326773,0.01321842367184311,-0.010489329154640934,0.0030675964577473076,5.418827789273191
3750,7549.68,674.8140000000001,-22.071,292.84900000000005,3.134893,0.041599,-0.033117,0.0,0,0,-3.05540007672626,-1.6532976598203342,-0.2074083745314192,0.0419670829301166,-0.1348235260719423,0.0112167737597362,0.9998513097542944,0.01326769833435109,-0.010562426157809205,0.003124374688068803,0.3998993333101864
3875,7550.688,674.7950000000001,-46.254999999999995,292.814,3.134932,0.041519,-0.033324,0.0,0,0,-2.9551728806335675,-2.1545913165878257,-0.0961523779641798,0.0859303843634614,-0.1255113594818168,0.0121083471336405,0.9998510145494758,0.013242014267958502,-0.010628311940688579,0.0031043111639365325,23.992096022080222
4000,7551.672,674.7919999999999,-72.045,292.89500000000004,3.134874,0.041447,-0.033045,0.0,0,0,-3.1259090712082647,-0.9414120048910988,-0.508270459855305,-0.0124395294240859,-0.1408367284951728,0.0121524279218749,0.9998521581614318,0.013219310377168864,-0.010539535102988036,0.0031352596211830478,26.209479039279383
4125,7552.688,674.791,-72.166,292.83500000000004,3.13487,0.041448,-0.033253,0.0,0,0,-3.0912931829474006,-1.6271818435948633,-0.2527863239674615,0.0397171704582256,-0.1372722124477894,0.011955296831335,0.9998514494763173,0.013219636819993939,-0.010605881663174542,0.003136153153382835,0.1329359727234358
4250,7553.688,674.794,-72.14800000000001,292.86400000000003,3.134908,0.041447,-0.033181,0.0,0,0,-3.058599265665408,-1.6962875624606022,-0.2663839647414915,0.0447553714034507,-0.1350375603743644,0.0118326677876963,0.999851758604016,0.013219161723042798,-0.010582792605792533,0.003117543978739716,0.03426368339800723
4375,7554.68,674.8009999999999,-57.449,292.85499999999996,3.134827,0.041492,-0.033197,0.0,0,0,-2.9791368207865254,-1.5703822102679088,-0.1811253240470592,0.032212263726032,-0.1276719505568331,0.011542009976206,0.9998513815333124,0.013233851029922927,-0.010588165252105257,0.0031576556871101553,14.81754478030854
4500,7555.68,674.832,-23.494999999999997,292.854,3.134902,0.041623,-0.033129,0.0,0,0,-3.0432951669350894,-1.1864852157810115,-0.2520013213468469,0.0039316889843051,-0.1356183530648652,0.0112590375194361,0.9998511833188479,0.013275313168730764,-0.01056622179965119,0.0031196527134463204,33.95401416622194
4625,7556.688,674.817,-22.136,292.836,3.134906,0.041278,-0.033024,0.0,0,0,-3.095234047292005,-1.7165933676355738,-0.2098376900247403,0.0454615966610081,-0.1359746972756341,0.0114986872549863,0.9998529888154336,0.013165285234173998,-0.010532738494436795,0.003120487358597023,1.3484146545108233
4750,7558.688,674.8009999999999,-22.217000000000002,242.877,3.134849,0.041221,-0.033164,0.0,0,0,-3.0924873387207032,-1.558087020717004,-0.2241252630405761,0.031230063878166,-0.1371031050959648,0.0118947426754314,0.9998526633742992,0.013147340314302855,-0.010577579248042014,0.003148619257951731,23.023015918858267
4875,7559.688,674.823,-22.247,225.569,3.134823,0.041062,-0.033074,0.0,0,0,-3.073009481768256,-1.389743811524756,-0.1998687791380039,0.0186855251132457,-0.1368563175549698,0.0112757590329477,0.9998535837622144,0.013096748319265251,-0.0105489711633963,0.0031631358984783,17.308039981465285
5000,7560.688,674.768,-22.269000000000002,193.666,3.134865,0.041132,-0.033111,0.0,0,0,-3.157814422843452,-1.5325652522266997,-0.2080524615676266,0.0333211563380946,-0.1426553312790003,0.01201750565914,0.9998532386460104,0.013118894565471783,-0.010560627199196154,0.0031414849393033026,31.903054994780664
5125,7560.688,674.768,-22.269000000000002,193.666,3.134865,0.041132,-0.033111,0.0,0,0,-3.157814422843452,-1.5325652522266997,-0.2080524615676266,0.0333211563380946,-0.1426553312790003,0.01201750565914,0.9998532386460104,0.013118894565471783,-0.010560627199196154,0.0031414849393033026,31.903054994780664
5250,7561.688,674.7760000000001,-22.218999999999998,192.89100000000002,3.132449,-0.103157,-0.032912,0.0,0,0,-3.1341182317128427,-1.6652321593340742,-0.2205313912758986,0.0431747303910429,-0.1412667732941652,0.0122768991634377,0.9993964810721471,-0.03291186633779496,-0.010500454112755388,0.0036363633204721186,0.7766524319153103
5375,7563.688,674.7800000000001,-22.212,192.908,3.112649,-0.352004,-0.031777,0.0,0,0,-3.1124376244211875,-1.7732911873095505,-0.23764964430916,0.0527482824516956,-0.1436821431823988,0.0132742038861571,0.9936051575792468,-0.11236505943603829,-0.010143704315004911,0.00447096327715253,0.02157595552678922
5500,7564.688,674.763,-22.235000000000003,192.869,3.090468,-0.505111,-0.031259,0.0,0,0,-3.085136150358553,-1.7709800157542193,-0.2264053029418149,0.0513013953921905,-0.1377041346027092,0.011298690657401,0.9868437900474681,-0.161291316925031,-0.009981578852488947,0.004981286274562216,0.04836320915738481
5625,7564.688,674.763,-22.235000000000003,192.869,3.090468,-0.505111,-0.031259,0.0,0,0,-3.085136150358553,-1.7709800157542193,-0.2264053029418149,0.0513013953921905,-0.1377041346027092,0.011298690657401,0.9868437900474681,-0.161291316925031,-0.009981578852488947,0.004981286274562216,0.04836320915738481
5750,7566.688,674.77,-22.212,192.859,3.076456,-0.581929,-0.030849,0.0,0,0,-3.0303110815622625,-1.7010455661529584,-0.2454474484188653,0.0438967458495277,-0.1323999264420692,0.0111507009518349,0.9825152149065876,-0.1858482931318945,-0.009852119407738424,0.005215377282531431,0.03535533905929924
5875,7567.688,674.7769999999999,-22.256,192.858,3.060385,-0.658726,-0.030418,0.0,0,0,-3.0729889992146378,-1.8076407362421747,-0.2460029132025978,0.0540317686300047,-0.1365752532782499,0.0116889100172342,0.9775494476705423,-0.21041053248732614,-0.009716130192522364,0.005484705233623184,0.04456455991030683
6000,7568.688,674.755,-22.233,192.81599999999997,3.0604,-0.658633,-0.030597,0.0,0,0,-3.021146630417621,-1.715571080109116,-0.234460029955471,0.0455883145277888,-0.1324820055019949,0.0115931137416324,0.9775552170048827,-0.21038103687151252,-0.009773316224904717,0.0054862848423928015,0.05269724850501803
6125,7568.688,674.755,-22.233,192.81599999999997,3.0604,-0.658633,-0.030597,0.0,0,0,-3.021146630417621,-1.715571080109116,-0.234460029955471,0.0455883145277888,-0.1324820055019949,0.0115931137416324,0.9775552170048827,-0.21038103687151252,-0.009773316224904717,0.0054862848423928015,0.05269724850501803
6250,7569.696,674.7840000000001,-22.249000000000002,187.067,3.060448,-0.65849,-0.030581,0.0,0,0,-3.034898451239984,-1.6689563765752893,-0.2252164621599688,0.041540774256153,-0.1314991334430434,0.0118192349554555,0.9775653836546851,-0.21033424828089667,-0.009768153877322511,0.00547794213250467,5.7034676657801695
6375,7570.696,674.728,-22.305,178.503,3.060281,-0.658771,-0.030827,0.0,0,0,-2.6496377163124607,-1.2947382643355383,-0.0812017830554667,0.0100832947734872,-0.0998121375005532,0.0121684401913307,0.9775435301266022,-0.21043078360615639,-0.009847048164274055,0.0055288028514523906,8.564366176197767
6500,7571.696,674.7189999999999,-22.336000000000002,172.923,3.060182,-0.658582,-0.031006,0.0,0,0,-3.082857436330989,-1.858988865007889,-0.2518999984605869,0.0585941583848746,-0.13907724198033,0.0115280542311238,0.9775536265787852,-0.21037939001651193,-0.00990464872537052,0.005596190898475169,5.58009336839446
6625,7572.688,674.786,-22.302,172.88400000000001,3.060287,-0.658611,-0.030708,0.0,0,0,-3.0311573469473063,-1.7541894483970073,-0.2537352429209722,0.0493121655522784,-0.1326533429602905,0.01141450623966,0.9775544145121463,-0.21038160489400473,-0.009809126059365996,0.0055432874712730024,0.08533490901235682
6750,7573.688,674.766,-22.317,172.87800000000001,3.060262,-0.658662,-0.03082,0.0,0,0,-3.0037336802756363,-1.6993664850970505,-0.2432155901682128,0.044073892346495,-0.1304062314657332,0.0119030428385477,0.977550331721535,-0.21039873598808523,-0.009844941780689925,0.005549591612693839,0.025709920264351115
6875,7573.688,674.766,-22.317,172.87800000000001,3.060262,-0.658662,-0.03082,0.0,0,0,-3.0037336802756363,-1.6993664850970505,-0.2432155901682128,0.044073892346495,-0.1304062314657332,0.0119030428385477,0.977550331721535,-0.21039873598808523,-0.009844941780689925,0.005549591612693839,0.025709920264351115
7000,7574.696,674.362,-23.253,172.89499999999998,3.060246,-0.658661,-0.0308,0.0,0,0,-2.703872318622557,-1.4472691919233394,-0.2511067692339627,0.0255859925437255,-0.1039434644547095,0.0139139012843873,0.9775501885741734,-0.21039948577874254,-0.009838603108405189,0.005557615632054906,1.011516129074597
7125,7574.696,674.362,-23.253,172.89499999999998,3.060246,-0.658661,-0.0308,0.0,0,0,-2.703872318622557,-1.4472691919233394,-0.2511067692339627,0.0255859925437255,-0.1039434644547095,0.0139139012843873,0.9775501885741734,-0.21039948577874254,-0.009838603108405189,0.005557615632054906,1.011516129074597
7250,7575.688,674.316,-23.239,171.88600000000002,3.060292,-0.658453,-0.031045,0.0,0,0,-3.0088832512683954,-1.9131797541128013,-0.2256260508902071,0.0603761036844306,-0.1313390283125201,0.0119594772805244,0.9775637584162369,-0.2103328013864188,-0.00991685331988976,0.005555799878885998,1.0182913700510927
7375,7575.688,674.316,-23.239,171.88600000000002,3.060292,-0.658453,-0.031045,0.0,0,0,-3.0088832512683954,-1.9131797541128013,-0.2256260508902071,0.0603761036844306,-0.1313390283125201,0.0119594772805244,0.9775637584162369,-0.2103328013864188,-0.00991685331988976,0.005555799878885998,1.0182913700510927
7500,7576.688,674.333,-23.355,170.042,3.060238,-0.658752,-0.030856,0.0,0,0,-3.016887127735502,-1.7796818588754535,-0.2033521778948905,0.051382324731872,-0.1311430969798102,0.0115184366539823,0.9775439559562825,-0.21042776283220882,-0.009856454401581529,0.005551676269631267,1.8477231935547274
7625,7576.688,674.333,-23.355,170.042,3.060238,-0.658752,-0.030856,0.0,0,0,-3.016887127735502,-1.7796818588754535,-0.2033521778948905,0.051382324731872,-0.1311430969798102,0.0115184366539823,0.9775439559562825,-0.21042776283220882,-0.009856454401581529,0.005551676269631267,1.8477231935547274
7750,7577.688,674.317,-23.401999999999997,168.025,3.060181,-0.658764,-0.031091,0.0,0,0,-2.9457833139991725,-1.773377102001018,-0.2292896253879111,0.0504775704396467,-0.1260262873998636,0.0116084426645813,0.9775414949136905,-0.21043498582447326,-0.009931681367331394,0.005577111096121037,2.017610963491223
7875,7577.688,674.317,-23.401999999999997,168.025,3.060181,-0.658764,-0.031091,0.0,0,0,-2.9457833139991725,-1.773377102001018,-0.2292896253879111,0.0504775704396467,-0.1260262873998636,0.0116084426645813,0.9775414949136905,-0.21043498582447326,-0.009931681367331394,0.005577111096121037,2.017610963491223
8000,7578.688,674.217,-23.310000000000002,167.878,3.060206,-0.658681,-0.030935,0.0,0,0,-3.019932384678758,-1.7527187267292923,-0.249555572485383,0.0492051528902444,-0.1324507573060805,0.0116747100701678,0.9775478005930224,-0.21040811070967527,-0.009881831880384898,0.005574397009291658,0.200182416810292
8125,7579.696,673.472,-23.009,168.071,3.060316,-0.658795,-0.030429,0.0,0,0,-2.963045951177049,-1.7414788467215605,-0.2659039134731711,0.0492352586196825,-0.1299467079049992,0.0117682768707603,0.9775437605545494,-0.21043609278732472,-0.009719806415387949,0.00551111753835972,0.8198040786215495
8250,7579.696,673.472,-23.009,168.071,3.060316,-0.658795,-0.030429,0.0,0,0,-2.963045951177049,-1.7414788467215605,-0.2659039134731711,0.0492352586196825,-0.1299467079049992,0.0117682768707603,0.9775437605545494,-0.21043609278732472,-0.009719806415387949,0.00551111753835972,0.8198040786215495
8375,7581.68,672.663,-22.601,168.201,3.060315,-0.658884,-0.030058,0.0,0,0,-3.0206811669042715,-1.7405690597320698,-0.2408168669529657,0.0480845783425155,-0.1326866996813367,0.0117036488341103,0.9775390550255895,-0.21046357735444898,-0.009601256379150241,0.005504033319950849,0.027972655091767152
8500,7582.68,672.683,-22.576999999999998,166.28699999999998,3.060359,-0.658859,-0.030064,0.0,0,0,-3.073769158140669,-1.7416859350549507,-0.2754857187568806,0.0478281959134576,-0.1379046243807287,0.0118127463010856,0.9775414053361347,-0.21045307193644938,-0.009603057945170992,0.0054851293574724605,1.9142549464478495
8625,7582.68,672.683,-22.576999999999998,166.28699999999998,3.060359,-0.658859,-0.030064,0.0,0,0,-3.073769158140669,-1.7416859350549507,-0.2754857187568806,0.0478281959134576,-0.1379046243807287,0.0118127463010856,0.9775414053361347,-0.21045307193644938,-0.009603057945170992,0.0054851293574724605,1.9142549464478495
