,bolt1,nut1,jig1,bin1
x,534.3386713407897,566.3275318467885,551.258509819052,642.3150102338728
y,-134.99010019837746,-131.89424558479737,-107.60708294854992,264.3231741058165
z,157.21325991611195,156.32127455391753,158.49463976212104,54.77198544630829
rx,2.1471345725473023,-0.02146492243471927,0.029261220573905036,0.03921429907552963
ry,0.17839095520406842,-0.16351960620331124,-0.019602905465909235,-0.03272798087690583
rz,1.421311039320809,-0.09380342804834615,-0.016586720155462992,-0.006337086954383652
qx,0.7994124518761028,-0.010716370444098518,0.01462968637396873,0.019604985437081748
qy,0.06641779826730568,-0.08163722372056693,-0.009800833777951214,-0.016362184295096005
qz,0.5291767723129001,-0.04683139605789895,-0.008292836357742736,-0.003168193755418648
qw,0.2765869691494201,0.9955035627515209,0.9998105544546927,0.999668888192202
