,bolt1,nut1,jig1,bin1
x,548.0355311806313,479.9740229770511,681.7338862402145,461.5574177370828
y,-104.6476390939755,-203.48924178262007,6.4427845174814795,35.748415503989165
z,27.649721892663678,33.131734299141385,84.03105971370132,60.214025010093124
rx,-0.33166873055292606,-0.9508730101534228,-0.03713436662944122,0.010382343058581251
ry,0.30964198341069077,0.5904092966456935,0.03159967271402752,0.02803159725911415
rz,1.0059081592111245,0.23331815517183097,0.009335562688966861,-0.015650935534858936
qx,-0.15754726700434915,-0.44996130125596556,-0.018565276637281407,0.005190925273291758
qy,0.1470842552894077,0.27938676621965675,0.015798213860428553,0.014015133755651063
qz,0.4778203874597676,0.11040816132831367,0.004667302006652279,-0.007825096547104575
qw,0.8516059874338708,0.8410041023356915,0.9996919341648107,0.9998576889661082
