,bolt1,nut1,jig1,bin1
x,420.2425860323526,697.7978361746015,681.5450532206121,652.6775688110245
y,327.84012047232204,-17.585440617743373,5.8499735967576445,235.71620283509438
z,16.828388600001567,86.96431969450583,83.58474571361134,47.42944028006309
rx,0.3128791463252741,-0.12463367234244085,-0.03264911443391622,0.4161493898456871
ry,0.18378083648009275,-0.45496903708379755,0.03671991668616261,1.0408776654508503
rz,0.7984906811036203,0.11646299531162356,0.0029449255019915574,-0.740883037550902
qx,0.15147331439521078,-0.0617056164659573,-0.01632290917389889,0.19277079265599611
qy,0.08897330726868961,-0.2252532913340047,0.018358104816427395,0.4821605354300453
qz,0.3865710815214035,0.057660348011172834,0.0014723140987545882,-0.34319553001634584
qw,0.9053741682592747,0.9706331211673053,0.9996971415958156,0.782673282889732
