individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
33,,,,,,,,,,,273.002617265159,-270.34986040219997,0.03130721370621359,-0.2651472035658083,-0.02696987531047174,0.6722768695699264,-0.1297035032300823,-0.013193000953443884,0.3288613417419308,0.9353358561946524,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,534.7105004433711,-114.14534713953333,199.76905531333995,0.17992226484303406,-0.037428092919338414,0.01036974708542322,0.08983418950623899,-0.018687639326385157,0.005177557239046424,0.9957679365360187,540.4430242966541,-110.5723285742323,135.94482098485565,0.08370998968029486,-0.2437157486250807,-0.0319816375913332,0.041737503081577004,-0.12151580531926212,-0.01594593073801758,0.9915833889224975,,,,,,,,,,
115,,,,,,,,,,,555.5341794987398,-133.73935681116723,145.7445582041621,0.1660376757611088,-1.0766237169769552,0.411767818518187,0.07840633793830896,-0.5084034246970944,0.19444506545194273,0.8352062741914474,540.4388944964664,-109.35651232807338,135.40219850989416,0.06569913195492966,-0.2121555235604325,-0.0351359416861022,0.032780405416797234,-0.10585442861702876,-0.0175309837268703,0.9936865449287521,,,,,,,,,,
