,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,5651.304,315.01,-112.027,292.952,3.134911,0.041266,-0.032905,0.0,0,0,-3.088309959345249,-1.7356537696540155,-0.3170541126420953,0.0393560702672664,-0.1357200450730873,0.0139355586668447,0.9998534442255582,0.013161442933918023,-0.010494772445610734,0.003118692274190137,0.06709694478885606
250,5652.304,338.481,-112.041,292.977,3.13495,0.041174,-0.032516,0.0,0,0,-3.173599649196416,-1.6767480240864956,-0.2452570077495702,0.0348138360070038,-0.1424813228854134,0.0142390643816444,0.9998551800573933,0.013131959738969717,-0.010370593162489419,0.003101829020101379,23.471017489661588
375,5652.304,338.481,-112.041,292.977,3.13495,0.041174,-0.032516,0.0,0,0,-3.173599649196416,-1.6767480240864956,-0.2452570077495702,0.0348138360070038,-0.1424813228854134,0.0142390643816444,0.9998551800573933,0.013131959738969717,-0.010370593162489419,0.003101829020101379,23.471017489661588
500,5653.304,364.911,-112.055,292.897,3.134855,0.041255,-0.033429,0.0,0,0,-3.0890405071006843,-1.4322488698827496,-0.3344009652425344,0.0169419857801041,-0.1321817756729495,0.0149610829595551,0.9998516384017865,0.0131581458607386,-0.010662069033538496,0.0031439889781596443,26.430124782149633
625,5653.304,364.911,-112.055,292.897,3.134855,0.041255,-0.033429,0.0,0,0,-3.0890405071006843,-1.4322488698827496,-0.3344009652425344,0.0169419857801041,-0.1321817756729495,0.0149610829595551,0.9998516384017865,0.0131581458607386,-0.010662069033538496,0.0031439889781596443,26.430124782149633
750,5654.304,369.67100000000005,-112.071,292.97299999999996,3.134842,0.041104,-0.032855,0.0,0,0,-2.9646286559425983,-2.392210416028942,-0.3376345586508407,0.0961646357071273,-0.1254852709194347,0.0145364044608129,0.9998541715019434,0.013110072490229455,-0.010479063635327189,0.0031545133999165242,4.7606335712802395
875,5654.304,369.67100000000005,-112.071,292.97299999999996,3.134842,0.041104,-0.032855,0.0,0,0,-2.9646286559425983,-2.392210416028942,-0.3376345586508407,0.0961646357071273,-0.1254852709194347,0.0145364044608129,0.9998541715019434,0.013110072490229455,-0.010479063635327189,0.0031545133999165242,4.7606335712802395
1000,5655.312,407.117,-112.098,292.983,3.134795,0.041137,-0.033023,0.0,0,0,-2.979284856568365,-1.000884659573816,-0.3388634659901231,-0.020865389645462,-0.125300805590775,0.0152298252006476,0.9998533954768337,0.013120784335093845,-0.01053279677900197,0.0031769110611398737,37.14882050523656
1125,5656.312,416.678,-112.076,292.99399999999997,3.134858,0.041062,-0.032621,0.0,0,0,-3.101236419764682,-1.7073379842617975,-0.3700928276351926,0.0365958592123846,-0.1351469744449642,0.0140192605413242,0.9998551481284417,0.013096622587833348,-0.01040438666985806,0.0031480114147697013,9.56103163889753
1250,5657.312,451.14799999999997,-112.106,292.951,3.134785,0.041213,-0.033009,0.0,0,0,-3.199988041318193,-1.8115723849151213,-0.3009364995546839,0.0472230969939708,-0.1451372557768511,0.0140823554826751,0.9998531087448992,0.013145062953505116,-0.010528361998210523,0.0031814849903584316,34.47003987523075
1375,5658.312,464.96500000000003,-112.11200000000001,292.982,3.134772,0.041105,-0.032743,0.0,0,0,-3.054298843225115,-1.7429694620661238,-0.3171293740237153,0.0414206689212366,-0.1331356848168469,0.0139258594309633,0.9998544218588382,0.013110687479187498,-0.010443577183579522,0.003190087579068358,13.817036078696535
1500,5659.312,488.52,-112.122,292.983,3.134748,0.041109,-0.032384,0.0,0,0,-3.217292270975651,-1.793260965021258,-0.2065349684099441,0.0376217524304582,-0.1473643307123767,0.0138658296456817,0.9998555479007948,0.013112078456913848,-0.01032916268332234,0.003203923969569123,23.55500214391834
1625,5659.312,488.52,-112.122,292.983,3.134748,0.041109,-0.032384,0.0,0,0,-3.217292270975651,-1.793260965021258,-0.2065349684099441,0.0376217524304582,-0.1473643307123767,0.0138658296456817,0.9998555479007948,0.013112078456913848,-0.01032916268332234,0.003203923969569123,23.55500214391834
1750,5660.312,514.9449999999999,-112.116,292.89500000000004,3.134766,0.041155,-0.033045,0.0,0,0,-3.1174128456659136,-2.044021092918628,-0.404321863705191,0.0684281799043806,-0.1379572448538447,0.0142493343491778,0.9998531981873717,0.013126644340088313,-0.010539909177942371,0.0031911749206327044,26.42514720867223
1875,5662.312,564.885,-112.125,292.87,3.134684,0.041308,-0.032921,0.0,0,0,-3.092197986281857,-1.7858716350673662,-0.3293521489317344,0.0459899757319078,-0.1363250963614154,0.0140376813852251,0.9998528345985165,0.013175784510207574,-0.010500629463071162,0.0032318150831448992,27.978014011005094
