,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,9788.024,341.937,-112.021,292.901,3.134969,0.041135,-0.033277,0.0,0,0,-2.9966723355471574,-1.8028442010752324,-0.2496490511582977,0.0524243963472677,-0.1274423302677867,0.0093444716154924,0.9998528398170722,0.01311941093065841,-0.010613215936295611,0.0030885941879952375,27.06574340322867
250,9789.032,365.01800000000003,-112.063,292.922,3.134808,0.041229,-0.032829,0.0,0,0,-3.0655967231544152,-1.6744358209548464,-0.191624439557098,0.0405599366522217,-0.1345365719342796,0.0094190233734555,0.9998536803015459,0.01315007725677376,-0.010470879387388141,0.003170826461613949,22.89786484773429
375,9789.032,365.01800000000003,-112.063,292.922,3.134808,0.041229,-0.032829,0.0,0,0,-3.0655967231544152,-1.6744358209548464,-0.191624439557098,0.0405599366522217,-0.1345365719342796,0.0094190233734555,0.9998536803015459,0.01315007725677376,-0.010470879387388141,0.003170826461613949,22.89786484773429
500,9791.024,365.097,-112.039,292.996,3.134782,0.041359,-0.032603,0.0,0,0,-3.02215531506084,-1.9233502634992208,-0.2301034939829397,0.0659626841743383,-0.1299915794473683,0.0088670300638656,0.9998538416764993,0.013191652573575557,-0.010398884132988803,0.0031841475959494703,0.05459853477887417
625,9792.032,320.875,-112.041,293.12,3.134859,0.041287,-0.033662,0.0,0,0,-3.0312432013830355,-1.687494033587435,-0.3076669243491816,0.0394676452399374,-0.1308280858687544,0.0095686335547258,0.9998507203041486,0.013168323260853959,-0.010736360055389492,0.0031405322055487904,43.87120426092518
750,9792.032,320.875,-112.041,293.12,3.134859,0.041287,-0.033662,0.0,0,0,-3.0312432013830355,-1.687494033587435,-0.3076669243491816,0.0394676452399374,-0.1308280858687544,0.0095686335547258,0.9998507203041486,0.013168323260853959,-0.010736360055389492,0.0031405322055487904,43.87120426092518
875,9794.032,320.904,-112.02199999999999,292.914,3.134919,0.041314,-0.033379,0.0,0,0,-3.088055151245628,-1.6946805004440064,-0.2393209606012874,0.0428723756213967,-0.1362974189328847,0.0090714143651593,0.9998516668364772,0.013176695080058597,-0.010645904658887446,0.0031118716360354582,5.85122714441189
1000,9795.032,358.39799999999997,-112.04899999999999,292.933,3.134909,0.041235,-0.033389,0.0,0,0,-2.961736572774492,-1.5068131904121542,-0.1745912209176719,0.0273903976948826,-0.1247931041836703,0.0093821256040467,0.9998519465869495,0.013151544436381684,-0.010649131009733189,0.0031173376402111284,37.49401453565619
1125,9796.032,365.831,-112.03200000000001,292.908,3.134925,0.041357,-0.03339,0.0,0,0,-3.1175817243740287,-1.6447803930343186,-0.075223202958852,0.0331766384142704,-0.1402644750102369,0.0102490284430977,0.9998514596477512,0.013190381529590674,-0.010649390412095477,0.0031085300732107807,7.433061482323467
1250,9797.032,397.99,-112.066,292.911,3.134862,0.041306,-0.033309,0.0,0,0,-2.970016203324897,-1.9783358304708605,-0.3555690958148186,0.0742119939197503,-0.1241208171157617,0.0092868008842253,0.9998518422352748,0.013174385410065981,-0.01062377387362339,0.003140792332580754,32.1590181131203
1375,9799.032,433.94500000000005,-112.07300000000001,292.96299999999997,3.13485,0.041225,-0.033323,0.0,0,0,-3.0731696583501686,-1.6883828735351702,-0.1293215902768054,0.0442944873128459,-0.1346018761812166,0.0094843637102368,0.9998521133742706,0.0131486046776893,-0.01062828268464865,0.0031472501027997707,19.035186628977424
1500,9800.032,464.55800000000005,-112.08500000000001,292.887,3.13483,0.041223,-0.033326,0.0,0,0,-3.0139322338230934,-1.761304508711645,-0.2036663421334057,0.0528770324220451,-0.1302789097684644,0.0091918319622835,0.9998520782635769,0.013148050204400057,-0.010629306967271579,0.003157245828893479,30.61309669079559
1625,9802.032,512.714,-112.12700000000001,292.97200000000004,3.134767,0.041399,-0.033034,0.0,0,0,-3.095293571357983,-1.6811445942770713,-0.1801821761849044,0.0410565577338887,-0.1375906960390898,0.0095506040100015,0.9998522173074104,0.013204452498163174,-0.010536386961625217,0.0031891267571828676,35.402871296172044
1750,9804.032,560.772,-112.122,292.914,3.134724,0.041515,-0.033108,0.0,0,0,-3.0285015259164187,-1.845055989705683,-0.1962988633613997,0.0532686525379648,-0.1317551966988069,0.0093508182369779,0.9998514102117226,0.013241622323030567,-0.010560126023627507,0.0032094663495292265,37.13308623047649
1875,9806.032,606.588,-112.099,292.883,3.134637,0.041501,-0.03332,0.0,0,0,-3.0561851696984528,-1.5720023857681709,-0.2014467681332742,0.0329631562510034,-0.1334387713807184,0.008825818084026,0.9998506079024012,0.013237513651040792,-0.010628031971583315,0.0032519295730807363,37.19605846054113
